,song_name,tempo,total_beats,chroma_stft_mean,chroma_cq_mean,chroma_cens_mean,melspectrogram_mean,mfcc_mean,mfcc_delta_mean,rmse_mean,cent_mean,spec_bw_mean,contrast_mean,rolloff_mean,poly_mean,tonnetz_mean,zcr_mean,harm_mean,perc_mean,frame_mean
23,Duffy - Mercy.mp3Duffy - Mercy.mp3,86.1328125,105,0.29993480342506146,0.2754834322011925,0.13065538270770696,3.863412053384427,107.45153969542086,4.536427026503697,0.03195803239941597,493.87460056182005,488.8777198056698,7.398495238947664,1036.7216018914257,0.6862005461548262,0.07443438200546457,0.017144110933427412,0.022910522297024727,0.03378233313560486,1.211224516459444
24,Said The Sky - All I Got (LyricsLyric Video) With Kwesi.mp3Said The Sky - All I Got (LyricsLyric Video) With Kwesi.mp3,135.99917763157896,8,0.3097141427978022,0.29584266455877445,0.20166447854255143,1.8978708349153244,89.90542581254819,3.0565982250668093,0.012451649643480778,198.05933649354327,298.0009493759721,8.108215569308449,393.99405580009847,0.2874022453425295,0.10665935677538517,0.010466280616802789,0.03307022899389267,0.003663833485916257,0.7894784580498866
25,Freya Ridings - Lost Without You (Official Video).mp3Freya Ridings - Lost Without You (Official Video).mp3,20.1873779296875,80,0.3144046255682153,0.25799519737641236,0.1017755747997327,0.5031672021732686,132.80450606170356,1.248839304239964,0.008631882257759571,209.23117654306603,329.3275795140449,5.677894876096736,466.5477471479035,0.1842587825438428,0.055514579766935725,0.010672657627629128,0.015236837789416313,0.0045163496397435665,1.070398983974259
26,"Ellie Goulding, Diplo, Swae Lee - Close To Me (Official Video).mp3Ellie Goulding, Diplo, Swae Lee - Close To Me (Official Video).mp3",143.5546875,556,0.2871175055895534,0.2785969703944385,0.1635239483714494,7.745207036584182,78.27931871722501,3.0890247182601627,0.027676481753587723,414.83027840482356,404.1503425407718,6.8481719023876915,894.5462442790537,0.8823221148802662,0.07941451363855474,0.02280582230892439,0.06880258768796921,0.020769022405147552,1.1986642358597916
27,Skrux - You & Me.mp3Skrux - You & Me.mp3,184.5703125,710,0.30413125251007206,0.2954863821865054,0.1800355859942655,30.55401003082375,94.20997371124336,1.5321635395716293,0.07399465143680573,1354.0215952050619,920.3162623546091,8.289560633887595,2967.9763073801073,1.104072135142309,0.08352756068358291,0.10048120663107657,0.06771765649318695,0.026137787848711014,0.0
28,Dream On - Aerosmith.mp3Dream On - Aerosmith.mp3,78.30255681818181,495,0.28113999944251483,0.2644841239298985,0.11293801667424741,4.760412677082797,73.05894535160868,3.17614983272256,0.03524216637015343,627.4457753979744,476.0771443799881,9.17229941136405,1081.5600867867395,1.210442901128368,0.06475176303483532,0.047835899985583456,0.07326103746891022,0.018046578392386436,1.3347210641874605
29,dodie - If I'm Being Honest.mp3dodie - If I'm Being Honest.mp3,99.38401442307692,452,0.2994713608833864,0.22963458750782187,0.09306787146743288,32.85677198983313,63.30768694782368,1.56111552878101,0.08191907405853271,693.0958219944952,706.3634371461204,7.335770917184033,1878.8986362398073,2.0969367003240933,0.041894145945616856,0.024070108578198385,0.10230498760938644,0.048074524849653244,1.1910989279302748
30,Dzeko vs. Riggi & Piros - Heaven (feat. Veronica).mp3Dzeko vs. Riggi & Piros - Heaven (feat. Veronica).mp3,172.265625,915,0.29330077409088817,0.28522744770397723,0.16081310208538546,30.454468186423863,79.82058137123727,1.7240652540727546,0.09262994676828384,713.4097248871007,634.0286344485804,5.915372779500807,1233.8606772899147,1.9276240926011237,0.0897273330166609,0.015516105093062393,0.10490445047616959,0.041258327662944794,1.1113022748599386
31,Damien Rice - The Blower's Daughter - Official Video.mp3Damien Rice - The Blower's Daughter - Official Video.mp3,184.5703125,588,0.3264383010907575,0.2982584586239801,0.15404334061284508,0.6757914989872039,136.02107582032994,3.1345178039229267,0.012858748435974121,1540.3245049509503,644.9709876209943,8.20206699049865,2883.4706476848123,0.18371725784195148,0.08704696121728053,0.09316521820679273,0.013509691692888737,0.006039636675268412,0.7510969325271292
32,Friday I'm In Love.mp3Friday I'm In Love.mp3,135.99917763157896,152,0.3043242107025304,0.266930628307139,0.14036519523397115,8.205817717797789,60.4470815166609,3.095255141512311,0.036909278482198715,993.7988926493135,756.7909647132145,7.683149389594247,1849.6106254080964,1.2443470912740209,0.07690434698470408,0.03969629644550889,0.06714709103107452,0.025986865162849426,1.2944105983390404
33,Counting Crows - Colorblind.mp3Counting Crows - Colorblind.mp3,0.0,0,0.0,0.0,0.0,0.0,246.57656011875906,2.420384479743019e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
34,"Hailee Steinfeld, BloodPop - Capital Letters.mp3Hailee Steinfeld, BloodPop - Capital Letters.mp3",99.38401442307692,564,0.3064209754253136,0.2674521163672523,0.07159344633447082,90.95291292014937,59.381392757857725,2.979894419422565,0.11182890087366104,763.596564907401,733.5840999124257,6.5569315732388835,1716.0923420936458,1.7850945480535747,0.04865868311531146,0.03396142707462747,0.06562415510416031,0.12478385865688324,1.073668604287797
35,San Holo - brighter days (ft. Bipolar Sunshine) [Official Lyric Video].mp3San Holo - brighter days (ft. Bipolar Sunshine) [Official Lyric Video].mp3,258.3984375,1639,0.318938854998614,0.3069300297641137,0.20434889448191956,76.17501007079775,94.85407027193334,2.942643311097818,0.09996448457241058,420.2917993216072,308.4451852615551,6.951260900499092,779.5260643188137,1.0679640494474527,0.12272080044799319,0.034770521961830815,0.14644919335842133,0.03924402967095375,1.6562655947590248
36,Prince Fox - Rock Paper ScissorsDim Mak Records.mp3Prince Fox - Rock Paper ScissorsDim Mak Records.mp3,117.45383522727273,874,0.3258950512840195,0.292128215042586,0.13759886205454414,241.2675811673615,57.06572384154475,4.949572877141367,0.1807458996772766,1524.7974752377424,780.0714775902034,8.138272646531352,2917.2781720283197,2.7884852282524286,0.059559792796695134,0.11909131305611691,0.19584408402442932,0.18146967887878418,1.1023222836605786
